timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
273952672,nan,nan,nan,-0.023892952,-0.04729478,1.0,0.30800742,0.60968375,0.0,nan,nan,0.0,nan,2.6174977
273977215,nan,nan,nan,-0.021931961,-0.043175448,1.0,0.31040978,0.61107534,0.0,nan,nan,0.0,nan,2.6176143
274158989,nan,nan,nan,-0.023786489,-0.04643164,1.0,0.3234574,0.6313945,0.0,nan,nan,0.0,nan,2.6179433
274376068,nan,nan,nan,-0.021667676,-0.042960357,1.0,0.30554423,0.60580045,0.0,nan,nan,0.0,nan,2.6179893
274562512,nan,nan,nan,-0.016541447,-0.029473701,1.0,0.29952553,0.53369725,0.0,nan,nan,0.0,nan,2.617993
274757550,nan,nan,nan,-0.01420063,-0.02848133,1.0,0.24727732,0.49594897,0.0,nan,nan,0.0,nan,2.6179938
274956299,nan,nan,nan,-0.0076971627,-0.0177786,1.0,0.1879687,0.43416256,0.0,nan,nan,0.0,nan,2.6179938
275157637,nan,nan,nan,-0.0054843575,-0.011820031,1.0,0.1535967,0.33103564,0.0,nan,nan,0.0,nan,2.6179938
275357765,nan,nan,nan,-0.0009541792,-0.0037121973,1.0,0.062624395,0.24363783,0.0,nan,nan,0.0,nan,2.2402296
275556421,nan,nan,nan,0.00044889282,-4.065869e-05,1.0,-0.19330089,0.01750834,0.0,nan,nan,0.0,nan,0.499706
275761239,nan,nan,nan,0.0017525125,0.0005195176,1.0,-0.20314343,-0.06022016,0.0,nan,nan,0.0,nan,0.052486498
275959964,nan,nan,nan,0.0046723858,0.00378216,1.0,-0.24834321,-0.20102659,0.0,nan,nan,0.0,nan,0.005813024
276156433,nan,nan,nan,0.0072575784,0.0008711957,1.0,-0.29796523,-0.03576757,0.0,nan,nan,0.0,nan,0.00065866066
276358811,nan,nan,nan,0.004344951,0.0003883164,1.0,-0.27972203,-0.024999276,0.0,nan,nan,0.0,nan,7.0501024e-05
276555240,nan,nan,nan,0.0019547455,-0.0016058239,1.0,-0.16710266,0.13727489,0.0,nan,nan,0.0,nan,7.9773135e-06
276758834,nan,nan,nan,0.00093843136,-0.0026483648,1.0,-0.08576191,0.2420304,0.0,nan,nan,0.0,nan,8.305614e-07
276958837,nan,nan,nan,0.001486425,0.0027316706,1.0,-0.10102559,-0.18565929,0.0,nan,nan,0.0,nan,9.0535735e-08
277156467,nan,nan,nan,0.002051615,-0.0037292396,1.0,-0.12548971,0.22810373,0.0,nan,nan,0.0,nan,9.989156e-09
277352845,nan,nan,nan,0.0040431684,-0.004388133,1.0,-0.19660825,0.21338287,0.0,nan,nan,0.0,nan,1.124151e-09
277555329,nan,nan,nan,0.003206868,-0.0055723395,1.0,-0.13396446,0.2327802,0.0,nan,nan,0.0,nan,1.1924421e-10
277755898,nan,nan,nan,0.002373322,-0.00699218,0.9472655,-0.0922729,0.27185047,-0.56608,nan,nan,-40.0,nan,1.2990222e-11
277954022,nan,nan,nan,0.0028997262,-0.0023023433,0.8670035,-0.18952447,0.15047987,-0.73244,nan,nan,-40.0,nan,1.4363798e-12
278161426,nan,nan,nan,0.00042032986,-0.0009202375,0.77837604,-0.09443306,0.20674439,-1.08468,nan,nan,-40.0,nan,1.442027e-13
278352900,nan,nan,nan,0.0003350589,-0.00092204125,0.70293367,-0.056637004,0.15585816,-0.68464005,nan,nan,-40.0,nan,1.6959627e-14
278556537,-2.1669087,1.4404861,nan,0.0001894848,-0.00016904343,0.61535126,-0.14069411,0.12551634,-0.99359995,nan,nan,-40.0,nan,1.7757895e-15
278755518,nan,nan,nan,0.0034897577,-0.0079339715,0.52985966,-0.097966366,0.22272676,-0.24332,nan,nan,-40.0,nan,1.9814459e-16
278965415,nan,nan,nan,0.0009608404,-0.0014990354,0.47790504,-0.12524393,0.19539674,0.0,nan,nan,0.0,nan,1.988384e-17
279154311,nan,nan,nan,0.0005845446,-0.00050194026,0.47790504,-0.1332924,0.11445633,0.0,nan,nan,0.0,nan,2.437384e-18
279357955,-2.1780381,1.4289938,nan,7.652724e-05,-1.705595e-05,0.47790504,-0.16057724,0.03578852,0.0,nan,nan,0.0,nan,2.5420227e-19
279556864,nan,nan,nan,0.0019732674,-0.0036393052,0.47790504,-0.1041601,0.1921029,0.0,nan,nan,0.0,nan,2.8246838e-20
279759150,-2.1850617,1.4238229,nan,0.0,0.0,0.47790504,0.0,0.0,0.0,nan,nan,0.0,nan,3.0271916e-21
279976336,-2.1891165,1.4202418,nan,0.0,0.0,0.47790504,0.0,0.0,0.0,nan,nan,0.0,nan,2.7086909e-22
280154417,nan,nan,nan,-0.0007143512,-0.00080054486,0.47790504,0.11338321,0.12706406,0.0,nan,nan,0.0,nan,3.736072e-23
280360276,-2.1962025,1.4130979,nan,0.0,0.0,0.47790504,0.0,0.0,0.0,nan,nan,0.0,nan,3.8361422e-24
280555682,nan,nan,nan,-0.0008116921,-0.0021393988,0.47790504,0.07309572,0.19266033,0.0,nan,nan,0.0,nan,4.3919037e-25
280756764,nan,nan,nan,-0.001141713,-0.000999782,0.47790504,0.1655265,0.14494918,0.0,nan,nan,0.0,nan,4.689384e-26
280955842,nan,nan,nan,-0.00043118454,-0.00095124147,0.47790504,0.07665071,0.1691001,0.0,nan,nan,0.0,nan,5.1053626e-27
281156612,nan,nan,nan,-0.00058123097,-0.0028661508,0.47790504,0.049964912,0.24638566,0.0,nan,nan,0.0,nan,5.5256635e-28
281354383,nan,nan,nan,-0.000769541,-0.005660486,0.47790504,0.037102878,0.27291632,0.0,nan,nan,0.0,nan,6.1290464e-29
281566814,nan,nan,nan,-0.0023610075,-0.0052728853,0.47790504,0.11731667,0.2620057,0.0,nan,nan,0.0,nan,5.9374972e-30
281765697,-2.2169871,1.3877033,nan,-2.8180773e-05,-0.00027985452,0.47790504,0.02258332,0.22426794,0.0,nan,nan,0.0,nan,6.577248e-31
281953209,nan,nan,nan,0.002368114,-0.006722493,0.47790504,-0.098771945,0.28038925,0.0,nan,nan,0.0,nan,8.1675463e-32
282156855,-2.2212207,1.3845538,nan,0.0,0.0,0.47790504,0.0,0.0,0.0,nan,nan,0.0,nan,8.554404e-33
282356900,nan,nan,nan,0.00018033374,-0.0006520734,0.47790504,-0.05407573,0.19553351,0.0,nan,nan,0.0,nan,9.266624e-34
282582816,nan,nan,nan,3.2974232e-05,-0.00055694254,0.47790504,-0.013134413,0.22184333,0.0,nan,nan,0.0,nan,7.628902e-35
282776696,nan,nan,nan,0.0010005911,-0.0008762514,0.47790504,-0.17178968,0.15044202,0.0,nan,nan,0.0,nan,8.877271e-36
282965418,-2.2345476,1.3801177,nan,0.0,0.0,0.47790504,0.0,0.0,0.0,nan,nan,0.0,nan,1.1053325e-36
283152349,nan,nan,nan,-0.0008972037,-0.0008992255,0.47790504,0.11704403,0.1173078,0.0,nan,nan,0.0,nan,1.3731816e-37
283359368,nan,nan,nan,0.00017484697,-0.00042798137,0.47790504,-0.07389955,0.18088764,0.0,nan,nan,0.0,nan,1.4034964e-38
283552135,nan,nan,nan,-0.002099955,0.00075558526,0.47777432,0.18081258,-0.065058246,0.102261364,nan,nan,-40.0,nan,1.655899e-39
283777814,nan,nan,nan,-0.0017144084,0.0012861134,0.47790504,0.1755757,-0.13171321,0.0,nan,nan,0.0,nan,1.3701e-40
283952020,nan,nan,nan,-0.00031436695,-0.0017909659,0.47479632,0.03565721,0.2031411,0.0,nan,nan,0.0,nan,1.9757e-41
284150958,nan,nan,nan,-0.0065941038,0.005911311,0.47478524,0.21657252,-0.1941473,0.029758781,nan,nan,-40.0,nan,2.179e-42
284354482,nan,nan,nan,-0.0052848626,0.0047138655,0.47479632,0.21694389,-0.19350442,0.0,nan,nan,0.0,nan,2.3e-43
284564279,nan,nan,nan,-0.002888034,0.004389397,0.47479632,0.18816197,-0.28597924,0.0,nan,nan,0.0,nan,2.2e-44
284753395,nan,nan,nan,-0.0015935793,0.004368665,0.47479632,0.091884784,-0.25189447,0.0,nan,nan,0.0,nan,3e-45
284953409,nan,nan,nan,-0.00037746155,0.000604754,0.47479632,0.06120645,-0.098062515,0.0,nan,nan,0.0,nan,1e-45
285172935,nan,nan,nan,-0.0032064007,0.0009743775,0.47479632,0.18042444,-0.0548283,0.0,nan,nan,0.0,nan,1e-45
285354485,-2.2783237,1.3792425,nan,0.0,0.0,0.47479632,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
285555886,nan,nan,nan,-0.0032199076,0.004739911,0.47479632,0.16457933,-0.24227133,0.0,nan,nan,0.0,nan,1e-45
285754710,-2.288038,1.378711,nan,0.0,0.0,0.47479632,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
285961947,nan,nan,nan,-0.0010356111,-0.00044347998,0.47479632,0.19641304,0.08410993,0.0,nan,nan,0.0,nan,1e-45
286158251,nan,nan,nan,-0.0007283143,7.848482e-05,0.42861447,0.20907636,-0.022530532,-1.0058141,nan,nan,40.0,nan,1e-45
286359428,-2.3024158,1.3776387,nan,0.0,0.0,0.34813794,0.0,0.0,-0.82531995,nan,nan,-40.0,nan,1e-45
286557066,nan,nan,nan,-0.00029678608,-0.0007803375,0.26308262,0.07337549,0.19292551,-0.98491997,nan,nan,-40.0,nan,1e-45
286755879,-2.3107524,1.3781533,nan,0.0,0.0,0.18159169,0.0,0.0,-0.6869198,nan,nan,40.0,nan,1e-45
286953339,nan,nan,nan,-0.00043808483,-0.0006527833,0.13208985,0.10566479,0.15744969,-0.88760006,nan,nan,-40.0,nan,1e-45
287154541,-2.3205602,1.37919,nan,0.0,0.0,0.056246832,0.0,0.0,-0.8131272,nan,nan,40.0,nan,1e-45
287381725,nan,nan,nan,-0.00044867315,-0.0007308177,0.0150281135,0.07701017,0.12543747,-0.58467996,nan,nan,-40.0,nan,1e-45
287557242,nan,nan,nan,-0.0037673186,-0.0023707275,0.01002311,0.23980388,0.15090561,0.94568,nan,nan,40.0,nan,1e-45
287751227,nan,nan,0.55775815,-0.007613617,-0.005789757,0.0,0.2525147,0.19202419,0.0,nan,nan,0.0,nan,1e-45
287959588,nan,nan,0.5595822,-0.003757702,-0.005315463,0.0,0.16199566,0.2291512,0.0,nan,nan,0.0,nan,1e-45
288180569,nan,nan,nan,-0.0033011213,-0.0009328115,-0.050682627,0.23317859,0.06589024,0.77988,nan,nan,40.0,nan,1e-45
288360857,nan,nan,nan,-0.0011911048,-0.00047953124,-0.13445067,0.22519821,0.09066337,-1.13712,nan,nan,-40.0,nan,1e-45
288554798,nan,nan,nan,-0.0044267233,-0.0031393094,-0.2153948,0.23013276,0.16320378,-0.79796004,nan,nan,-40.0,nan,1e-45
288764563,-2.36868,1.3844333,nan,0.0,0.0,-0.41036442,0.0,0.0,-3.0,nan,nan,0.0,nan,1e-45
288950956,-2.36868,1.3844333,nan,0.0,0.0,-0.9695854,0.0,0.0,-3.0,nan,nan,0.0,nan,1e-45
289154851,-2.36868,1.3844333,nan,0.0,0.0,-1.1093571,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
289352345,-2.36868,1.3844333,nan,0.0,0.0,-1.1093571,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
289553418,-2.36868,1.3844333,nan,0.0,0.0,-0.9798027,0.0,0.0,3.0,nan,nan,0.0,nan,1e-45
289752674,-2.36868,1.3844333,nan,0.0,0.0,-0.39217472,0.0,0.0,3.0,nan,nan,0.0,nan,1e-45
289956180,-2.36868,1.3844333,nan,0.0,0.0,-0.23399717,0.0,0.0,-0.53425384,nan,nan,40.0,nan,1e-45
290163788,-2.36868,1.3844333,nan,0.0,0.0,-0.24554488,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
290351257,-2.36868,1.3844333,nan,0.0,0.0,-0.24554488,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
290552514,-2.36868,1.3844333,nan,0.0,0.0,-0.24554488,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
290751059,-2.36868,1.3844333,nan,0.0,0.0,-0.07433215,0.0,0.0,2.4385593,nan,nan,-40.0,nan,1e-45
290983203,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
291153897,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
291351256,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
291555123,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
291756051,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
291952381,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
292164739,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
292363438,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
292554735,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
292754829,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
292954839,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
293153685,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
293356222,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
293563708,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
293761028,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
293956536,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
294156414,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
294351525,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
294562428,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
294754924,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
294973494,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
295158751,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
295358699,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
295557447,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
295752653,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
295952597,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
296152550,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
296355056,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
296552591,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
296776033,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
296979988,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
297157426,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
297351464,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
297555399,-2.36868,1.3844333,-0.28610295,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
